run_id,timestamp,failure,phase,model_risk,sensor_556__z,sensor_556__imr_alert,sensor_556__ewma,sensor_556__ewma_alert,sensor_556__cusum,sensor_556__cusum_alert,sensor_550__z,sensor_550__imr_alert,sensor_550__ewma,sensor_550__ewma_alert,sensor_550__cusum,sensor_550__cusum_alert,sensor_285__z,sensor_285__imr_alert,sensor_285__ewma,sensor_285__ewma_alert,sensor_285__cusum,sensor_285__cusum_alert,sensor_542__z,sensor_542__imr_alert,sensor_542__ewma,sensor_542__ewma_alert,sensor_542__cusum,sensor_542__cusum_alert,sensor_553__z,sensor_553__imr_alert,sensor_553__ewma,sensor_553__ewma_alert,sensor_553__cusum,sensor_553__cusum_alert,sensor_345__z,sensor_345__imr_alert,sensor_345__ewma,sensor_345__ewma_alert,sensor_345__cusum,sensor_345__cusum_alert,sensor_021__z,sensor_021__imr_alert,sensor_021__ewma,sensor_021__ewma_alert,sensor_021__cusum,sensor_021__cusum_alert,sensor_014__z,sensor_014__imr_alert,sensor_014__ewma,sensor_014__ewma_alert,sensor_014__cusum,sensor_014__cusum_alert,sensor_030__z,sensor_030__imr_alert,sensor_030__ewma,sensor_030__ewma_alert,sensor_030__cusum,sensor_030__cusum_alert,sensor_025__z,sensor_025__imr_alert,sensor_025__ewma,sensor_025__ewma_alert,sensor_025__cusum,sensor_025__cusum_alert,sensor_029__z,sensor_029__imr_alert,sensor_029__ewma,sensor_029__ewma_alert,sensor_029__cusum,sensor_029__cusum_alert,sensor_150__z,sensor_150__imr_alert,sensor_150__ewma,sensor_150__ewma_alert,sensor_150__cusum,sensor_150__cusum_alert,sensor_059__z,sensor_059__imr_alert,sensor_059__ewma,sensor_059__ewma_alert,sensor_059__cusum,sensor_059__cusum_alert,sensor_549__z,sensor_549__imr_alert,sensor_549__ewma,sensor_549__ewma_alert,sensor_549__cusum,sensor_549__cusum_alert,sensor_543__z,sensor_543__imr_alert,sensor_543__ewma,sensor_543__ewma_alert,sensor_543__cusum,sensor_543__cusum_alert,imr_alert,ewma_alert,cusum_alert,ewma_score,cusum_score,t2,q_spe,t2_alert,q_alert,mspc_alert,t2_ratio,q_ratio,spc_alert,spc_score
10,2008-07-19 21:57:00,1,phase_i,0.6951191026494793,0.011367193408354355,False,0.7455784328514451,False,16.818017101137023,True,0.06685560821489256,False,0.7138716862515003,False,16.092084999372524,True,1.1639837600984078,False,0.8112163534434832,False,3.8997580135149086,False,-0.06714419778621321,False,-0.06137655511405439,False,-0.0,False,-0.029238412343718493,False,0.611217749422852,False,15.07088382552181,True,-0.0035595440182760083,False,-0.07309397450672034,False,-0.0,False,4.0915309695214255,True,1.2359314860576942,True,5.265419342435029,True,0.9154174756002527,False,0.69237185214454,False,2.7565050104039215,False,-0.8549993303450552,False,-0.034319633793411186,False,0.35499933034505515,False,-3.333090765554564,True,-1.0939644551102843,True,5.179868062917992,True,-1.3292767007274036,False,-0.4189174344672397,False,0.9210643850389022,False,0.8065661579396541,False,0.8793657301423832,False,4.509539020986156,False,1.792158567329597,False,1.1718084126443162,True,5.767887624851637,True,-0.7916508870603338,False,-0.3238235395224295,False,0.4756078656563628,False,0.03485010756887042,False,0.03185650612346282,False,-0.0,False,True,True,True,1.2359314860576942,3.3636034202274048,30.78537571797299,1.047313570934299,False,False,False,0.3873680677805371,0.0928543684854311,True,3.3636034202274048
11,2008-07-19 22:52:00,1,phase_i,0.7067685705676505,-0.5361602177283255,False,0.4892307027354911,False,15.781856883408697,True,-0.6103783187154547,False,0.4490216852581093,False,14.98170668065707,True,-0.7235198029831374,False,0.5042691221581591,False,2.6762382105317712,False,-0.06714419778621321,False,-0.06253008364848615,False,-0.0,False,-0.34224631528337796,False,0.42052493648160605,False,14.228637510238432,True,-0.1315599409957485,False,-0.08478716780452597,False,-0.0,False,-0.4410018310218999,True,0.9005448226417754,False,4.324417511413129,False,-0.016424899144582856,False,0.5506125018867154,False,2.2400801112593385,False,-1.024378849475021,False,-0.23233147692973316,False,0.8793781798200762,False,-1.1265646297833212,False,-1.1004844900448918,True,5.806432692701312,True,-1.0267578387024168,False,-0.5404855153142751,False,1.447822223741319,False,-0.6541654912058719,False,0.5726594858727322,False,3.3553735297802842,False,1.567747580989043,False,1.2509962463132616,True,6.83563520584068,True,0.0889623526970862,False,-0.24126636107852634,False,-0.0,False,0.03485010756887042,False,0.03245522641254434,False,-0.0,False,True,True,True,1.2509962463132616,3.156371376681739,3.802678921275931,2.1477272501443094,False,False,False,0.04784857588288106,0.1904165696174407,True,3.156371376681739
12,2008-07-20 03:35:00,0,phase_i,0.1343195230553853,-0.0456966326611277,False,0.38224523565616736,False,15.236160250747568,True,-0.017564133369222634,False,0.355704521532643,False,14.464142547287846,True,0.25134467465238597,False,0.45368423265700447,False,2.427582885184157,False,-0.06714419778621321,False,-0.06345290647603156,False,-0.0,False,0.24510606026951767,False,0.38544116123918837,False,13.97374357050795,True,0.29525671373401163,False,-0.008778391496818451,False,-0.0,False,0.33431310392750363,False,0.7872984788989211,False,4.158730615340633,False,-0.22854941324121678,False,0.39478011886112896,False,1.5115306980181216,False,1.4683763377207024,False,0.10781008600035394,False,0.9683763377207024,False,0.8556108039150919,False,-0.709265431252895,False,4.45082188878622,False,0.8420320244200473,False,-0.2639820073674106,False,0.3420320244200473,False,0.18761703884166037,False,0.49565099646651783,False,3.0429905686219447,False,1.3671981397697852,False,1.2742366250045662,True,7.702833345610465,True,0.02252204486311383,False,-0.18850867989019832,False,-0.0,False,0.03485010756887042,False,0.03293420264380956,False,-0.0,False,False,True,True,1.2742366250045662,3.0472320501495136,3.4538796354201184,0.5903877649404063,False,False,False,0.04345968335667045,0.05234352403756409,True,3.0472320501495136
13,2008-07-21 08:21:00,0,phase_i,0.059085695637205865,-0.5206103251243913,False,0.20167412350005565,False,14.215549925623177,True,-0.5878663876263575,False,0.1669903397008429,False,13.376276159661488,True,-0.7295858003349445,False,0.21703022605861472,False,1.1979970848492127,False,-0.06714419778621321,False,-0.0641911647380679,False,-0.0,False,-0.34101282850728765,False,0.24015036328989314,False,13.132730742000662,True,-0.1315599409957485,False,-0.033334701396604466,False,-0.0,False,-0.40334559827500777,False,0.5491696634641354,False,3.2553850170656253,False,0.2074315653800296,False,0.3573104081649091,False,1.2189622633981512,False,-0.09438941425200073,False,0.067370185949883,False,0.37398692346870166,False,-1.148753160757557,False,-0.7971629771538273,False,5.099575049543777,True,-0.44967157124183366,False,-0.30111992014229527,False,0.055461770563105306,False,-0.7380212221684612,False,0.24891655273952207,False,1.8049693464534835,False,-0.5736223577770901,False,0.904664828448235,False,6.629210987833375,True,-0.9786887284416848,False,-0.3465446896004956,False,0.47868872844168475,False,0.03485010756887042,False,0.03331738362882173,False,-0.0,False,False,False,True,0.904664828448235,2.8431099851246353,2.981514840232587,0.9975547286796177,False,False,False,0.03751598334548244,0.08844277103997561,True,2.8431099851246353
14,2008-07-21 11:53:00,1,phase_i,0.7350588075996406,-0.5624095777202871,False,0.0488573832559871,False,13.153140347902891,True,-0.6385182325768266,False,0.005888625245308976,False,12.237757927084662,True,0.163387713051188,False,0.20630172345712938,False,0.8613847979004008,False,-0.06714419778621321,False,-0.06478177134769696,False,-0.0,False,-0.7040407469187555,False,0.05131214124816341,False,11.928689995081907,True,-0.1855977392493478,False,-0.06378730896715314,False,-0.0,False,5.834476599520432,True,1.6062310506753947,True,8.589861616586058,True,0.20319314398263866,False,0.32648695532845506,False,0.9221554073807898,False,0.218802904139256,False,0.0976567295877576,False,0.09278982760795762,False,-4.428711117215727,True,-1.5234726051662073,True,9.028286166759504,True,-0.1474000672397613,False,-0.27037594956178845,False,-0.0,False,0.1931878741153986,False,0.23777081701469738,False,1.498157220568882,False,0.9609895617059108,False,0.9159297750997701,False,7.0902005495392855,True,-0.11608137042918584,False,-0.30045202576623364,False,0.09477009887087062,False,0.03485010756887042,False,0.03362392841683147,False,-0.0,False,True,True,True,1.6062310506753947,2.6306280695805784,52.520501621719255,0.3982848226991887,False,False,False,0.6608581106318075,0.035311760217212995,True,2.6306280695805784
15,2008-07-22 00:03:00,0,phase_i,0.170854254912493,-0.0006162100662368144,False,0.038962664591542316,False,12.652524137836654,True,-0.028820098913771103,False,-0.00105311958650704,False,11.70893782817089,True,-0.10097236508722875,False,0.14484690574825776,False,0.26041243281317206,False,-0.06714419778621321,False,-0.06525425663540022,False,-0.0,False,-0.05548190685571335,False,0.02995333162738806,False,11.373208088226194,True,-0.18902632131124442,False,-0.08883511143597139,False,-0.0,False,4.135575313180737,True,2.112099903176463,True,12.225436929766794,True,1.1120124136968454,False,0.4835920470021332,False,1.5341678210776353,False,0.34983234346621134,False,0.14809185236344835,False,-0.0,False,-3.3602100811897415,True,-1.8908201003709142,True,11.888496247949245,True,-0.5872026319825462,False,-0.33374128604594,False,0.08720263198254619,False,0.06593826838895195,False,0.2034043072895483,False,1.064095488957834,False,1.1877638841411287,False,0.9702965969080419,False,7.777964433680413,True,-0.9017798847095024,False,-0.42071759755488747,False,0.49654998358037306,False,0.03485010756887042,False,0.033869164247239264,False,-0.0,False,True,True,True,2.112099903176463,2.5305048275673308,27.990570418187126,2.145355631258564,False,False,False,0.35220142441328384,0.19020630291219065,True,2.5305048275673308
16,2008-07-22 02:59:00,0,phase_i,0.0595760077884345,-0.12686992524496546,False,0.005796146624240762,False,12.025654212591688,True,-0.10198387495333783,False,-0.0212392706598732,False,11.106953953217554,True,-0.2330545654894725,False,0.06926661150071171,False,-0.0,False,-0.06714419778621321,False,-0.06563224486556282,False,-0.0,False,-0.3986039007426862,False,-0.055758114846626794,False,10.474604187483509,True,-0.08029845797275809,False,-0.08712778074332873,False,-0.0,False,0.016924856489413057,True,1.6930648938390531,True,11.742361786256206,True,1.025243450849453,False,0.5919223277715971,False,2.0594112719270883,False,0.6821997017589742,False,0.25491342224255353,False,0.18219970175897415,False,0.707687264086852,True,-1.371118627479361,True,10.680808983862393,True,1.199464367532153,False,-0.027100155330321396,False,0.699464367532153,False,-0.169502822390626,False,0.12882288135351347,False,0.39459266656720804,False,-1.1380114654872646,True,0.5486349844289806,False,6.139952968193149,True,0.09691843997972581,False,-0.31719039004796484,False,-0.0,False,0.03485010756887042,False,0.0340653529115655,False,-0.0,False,True,True,True,1.6930648938390531,2.4051308425183375,2.036907099173674,2.024672396973255,False,False,False,0.025630116535973125,0.17950657952720198,True,2.4051308425183375
17,2008-07-22 08:41:00,0,phase_i,0.0344690247914269,-0.035425143968620176,False,-0.002448111494331426,False,11.490229068623067,True,-0.03444808168604567,False,-0.023881032865107694,False,10.572505871531508,True,-0.20839922141438688,False,0.01373344491769199,False,-0.0,False,-0.06714419778621321,False,-0.0659346354496929,False,-0.0,False,-0.05541810581557051,False,-0.05569011304041554,False,9.919186081667938,True,-0.239546338620036,False,-0.11761149231867019,False,-0.0,False,0.21159413113629277,False,1.396770741298501,True,11.453955917392499,True,0.2859610370308935,False,0.5307300696234565,False,1.8453723089579817,False,0.16766946440190814,False,0.23746463067442447,False,-0.0,False,-0.9746964622263281,False,-1.2918341944287546,True,11.155505446088721,True,-0.532041792872512,False,-0.1280884828387595,False,0.032041792872511965,False,-0.2815059315784204,False,0.04675711876712669,False,-0.0,False,-0.9273078284957613,False,0.2534464218440322,False,4.712645139697387,False,-0.24191317192566925,False,-0.30213494642350575,False,-0.0,False,0.03485010756887042,False,0.034222303843026484,False,-0.0,False,False,True,True,1.396770741298501,2.2980458137246136,1.3392254194464301,0.8914117257358737,False,False,False,0.016851285747039788,0.07903217828054417,True,2.2980458137246136
18,2008-07-22 11:47:00,0,phase_i,0.03160473880175744,-0.5328077179467432,False,-0.10852003278481379,False,10.457421350676324,True,-0.5522224967352863,False,-0.12954932563914343,False,9.520283374796222,True,-0.3096622417227739,False,-0.050945692410401186,False,-0.0,False,-0.06714419778621321,False,-0.06617654791699697,False,-0.0,False,-0.7558046574877958,False,-0.1957130219298916,False,8.663381424180143,True,-0.13697877313259968,False,-0.12148494848145609,False,-0.0,False,0.26169036934421175,False,1.1697546669076433,True,11.21564628673671,True,-0.2545563669356087,False,0.37367278231164347,False,1.090815942022373,False,1.41404705799977,False,0.4727811161394936,False,0.9140470579997699,False,0.9961381667519196,False,-0.8342397221926197,False,9.659367279336802,True,1.1720076269885935,False,0.1319307391267111,False,0.6720076269885935,False,-0.474139551307166,False,-0.057422215247731855,False,-0.0,False,-0.4370133820707057,False,0.11535446106108463,False,3.775631757626681,False,-0.6021005970634126,False,-0.36212807655148715,False,0.10210059706341257,False,0.03485010756887042,False,0.034347864588195276,False,-0.0,False,False,True,True,1.1697546669076433,2.2431292573473423,3.8737669062782656,0.1869797430098887,False,False,False,0.048743066034472406,0.016577543191064574,True,2.2431292573473423
19,2008-07-22 14:00:00,0,phase_i,0.15645134901913405,0.38499259459828816,False,-0.00981750730819339,False,10.342413945274611,True,0.42329451712560145,False,-0.01898055708619445,False,9.443577891921823,True,0.9550982061289336,False,0.1502630872974658,False,0.4550982061289336,False,-0.06714419778621321,False,-0.06637007789084022,False,-0.0,False,0.09032473688353806,False,-0.13850547016720569,False,8.25370616106368,True,0.008956174240192006,False,-0.09539672393712648,False,-0.0,False,0.4042461076003033,False,1.0166529550461754,True,11.119892394337013,True,1.4190436597238625,False,0.5827469577940874,False,2.0098596017462356,False,0.8324041809874347,False,0.5447057291090819,False,1.2464512389872047,False,0.9221763968378002,False,-0.4829564983865357,False,8.237190882499002,True,-0.06478248758616757,False,0.09258809378413538,False,0.10722513940242595,False,1.03027917445873,False,0.16011806269356055,False,0.5302791744587301,False,1.3550473324692893,False,0.3632930353427256,False,4.6306790900959705,False,0.23454479192152583,False,-0.24279350285688459,False,-0.0,False,0.03485010756887042,False,0.03444831318433031,False,-0.0,False,False,True,True,1.0166529550461754,2.2239784788674024,3.598966588785173,1.2309194286636653,False,False,False,0.045285292155473396,0.10913278446592613,True,2.2239784788674024
