run_id,timestamp,actual_label_offline_only,phase,model_risk,t2,q_spe,ewma_alert,cusum_alert,mspc_alert,top_contributing_anonymous_variables,review_priority,review_priority_score
0,2008-07-19 11:55:00,0,phase_i,0.0949030594655223,4.36528781706624,0.1939942517424021,False,False,False,sensor_030; sensor_345; sensor_059,routine,0.6949585194639438
14,2008-07-21 11:53:00,1,phase_i,0.7350588075996406,52.520501621719255,0.3982848226991887,True,True,False,sensor_014; sensor_150; sensor_059,high,0.99617102744097
15,2008-07-22 00:03:00,0,phase_i,0.170854254912493,27.99057041818713,2.145355631258564,True,True,False,sensor_014; sensor_285; sensor_150,medium,0.8915124441608169
16,2008-07-22 02:59:00,0,phase_i,0.0595760077884345,2.036907099173674,2.024672396973255,True,True,False,sensor_014; sensor_059; sensor_345,routine,0.47032546266751757
17,2008-07-22 08:41:00,0,phase_i,0.0344690247914269,1.33922541944643,0.8914117257358737,True,True,False,sensor_030; sensor_345; sensor_059,routine,0.29738353541799617
18,2008-07-22 11:47:00,0,phase_i,0.0316047388017574,3.8737669062782656,0.1869797430098887,True,True,False,sensor_059; sensor_345; sensor_553,routine,0.29419272495213783
19,2008-07-22 14:00:00,0,phase_i,0.156451349019134,3.598966588785173,1.230919428663665,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8704530950861519
20,2008-07-22 15:30:00,0,phase_i,0.0826990312046712,2.1941649421475447,1.4007529045545977,False,True,False,sensor_014; sensor_150; sensor_285,routine,0.6266751754945756
21,2008-07-23 05:15:00,0,phase_i,0.0557943093168668,5.4984018159325165,0.947752590641766,False,True,False,sensor_014; sensor_030; sensor_345,routine,0.4403318442884493
22,2008-07-23 19:22:00,0,phase_i,0.0917738711582578,11.004751840542845,0.7509566547967733,True,True,False,sensor_059; sensor_345; sensor_030,routine,0.6828334396936822
23,2008-07-25 15:23:00,1,phase_i,0.7253035623315829,28.643548187305928,1.7796246617049003,True,True,False,sensor_014; sensor_150; sensor_285,high,0.9948947032546267
24,2008-07-27 04:18:00,0,phase_i,0.1583870275668298,29.832242242823163,0.4987148859062763,True,True,False,sensor_014; sensor_285; sensor_345,medium,0.8730057434588385
25,2008-07-27 09:37:00,0,phase_i,0.1242902319843132,26.846451804627847,0.444434530713033,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8066368857689853
26,2008-07-27 11:10:00,0,phase_i,0.0472565483443328,5.266609026213143,0.6055904921829871,True,True,False,sensor_059; sensor_345; sensor_014,routine,0.37396298659859606
27,2008-07-27 15:46:00,0,phase_i,0.1772224018054754,5.943243249431081,0.8195355237887281,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8972559029993619
28,2008-07-27 16:06:00,0,phase_i,0.1825134578919343,5.009931897237346,0.4374329611528119,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9029993618379069
29,2008-07-27 16:49:00,0,phase_i,0.1620979250434742,2.683917272143772,0.562310014764974,True,True,False,sensor_059; sensor_345; sensor_029,medium,0.8793873643905552
30,2008-07-27 20:24:00,0,phase_i,0.1069362880303874,3.083746032565773,3.242696444075482,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.7562220804084238
31,2008-07-27 22:28:00,0,phase_i,0.1256693854204952,4.244808387725564,0.3045122880975597,False,True,False,sensor_059; sensor_345; sensor_553,medium,0.811104020421187
32,2008-07-27 22:28:00,0,phase_i,0.0832159020162382,7.059258255218258,0.6556076877906901,False,True,False,sensor_059; sensor_345; sensor_014,routine,0.6324186343331206
33,2008-07-27 23:14:00,0,phase_i,0.1161519947410893,28.696034620275583,0.8366128084222831,True,True,False,sensor_014; sensor_150; sensor_553,medium,0.7855775366943204
34,2008-07-28 03:31:00,0,phase_i,0.2453437073116381,2.1936370989469034,1.2777659628100773,True,True,False,sensor_029; sensor_059; sensor_345,high,0.9349074664964901
35,2008-07-28 03:48:00,0,phase_i,0.1028236215789535,4.958178530408306,0.9676760878981592,False,True,False,sensor_059; sensor_345; sensor_014,medium,0.7364390555201021
36,2008-07-28 04:37:00,0,phase_i,0.1805564555669533,54.49555402157178,0.258787845013421,True,True,False,sensor_030; sensor_029; sensor_553,high,0.9004467134652202
37,2008-07-28 05:36:00,0,phase_i,0.1393995977341338,2.166576020164695,0.6277404392800987,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.8481174218251436
38,2008-07-28 06:45:00,1,phase_i,0.6847008706583559,183.1334495063113,0.8971801180847626,True,True,True,sensor_014; sensor_059; sensor_345,high,0.9808551372048501
39,2008-07-28 08:36:00,0,phase_i,0.0988368877155881,4.347889649098706,2.651810505877216,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.7153797064454371
40,2008-07-28 15:11:00,1,phase_i,0.7039238234060987,1.732970688843731,1.510821774660741,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9878749202297383
41,2008-07-28 23:57:00,0,phase_i,0.0566940859912516,3.173302811834493,0.3778518055305875,True,True,False,sensor_030; sensor_029; sensor_059,routine,0.4454371410338226
42,2008-07-29 04:08:00,0,phase_i,0.0872069679841913,1.412706910423133,1.6592130760426158,True,True,False,sensor_014; sensor_285; sensor_030,routine,0.6566687938736439
43,2008-07-29 05:16:00,0,phase_i,0.1255142597418811,2.7843265708302165,1.0593435706660677,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8091895341416719
44,2008-07-29 06:19:00,0,phase_i,0.208419153774806,8.771741497426461,0.8479995312968883,True,True,False,sensor_014; sensor_029; sensor_030,high,0.9176770899808552
45,2008-07-29 08:23:00,1,phase_i,0.6810731851321643,2.2512866812219325,0.6575216407690417,True,True,False,sensor_014; sensor_285; sensor_553,high,0.9795788130185067
46,2008-07-29 11:47:00,0,phase_i,0.2217631846532874,32.19810351916572,1.687343356406568,True,True,False,sensor_014; sensor_150; sensor_553,high,0.9259731971920868
47,2008-07-29 15:41:00,0,phase_i,0.2013402243108144,9.243673437441265,2.572627619225394,True,True,False,sensor_014; sensor_285; sensor_059,high,0.9125717932354818
48,2008-07-29 15:49:00,1,phase_i,0.690431819120616,2.9643038430265416,2.9133831366124565,True,True,False,sensor_059; sensor_345; sensor_030,high,0.9840459476707084
49,2008-07-29 17:05:00,1,phase_i,0.6568878602988774,2.417235046039376,2.7527288692704683,False,True,False,sensor_014; sensor_059; sensor_345,high,0.9700063816209317
50,2008-07-29 18:08:00,1,phase_i,0.6175673180660602,2.9126935893459205,2.613312538056939,False,True,False,sensor_059; sensor_345; sensor_014,high,0.9540523292916401
51,2008-07-29 21:07:00,0,phase_i,0.2150255289993403,41.03261101500934,0.4758597082853245,True,True,False,sensor_150; sensor_059; sensor_345,high,0.9234205488194002
52,2008-07-29 23:14:00,0,phase_i,0.1448118188513695,5.163130813555288,1.2220673659494377,True,True,False,sensor_014; sensor_285; sensor_150,medium,0.8570516911295469
53,2008-07-29 23:19:00,0,phase_i,0.0286093967898955,7.1603619339576685,0.5498140810930748,True,True,False,sensor_014; sensor_285; sensor_059,routine,0.43714103382259095
54,2008-07-30 06:30:00,0,phase_i,0.2510350379595241,10.312343417403412,0.9808991746362088,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9374601148691768
55,2008-07-30 07:08:00,0,phase_i,0.2185148884139052,4.370007346921459,0.8361679744416339,True,True,False,sensor_059; sensor_345; sensor_014,high,0.9240587109125717
56,2008-07-30 12:02:00,0,phase_i,0.0771604835358834,4.42891964738383,2.4308840567633747,False,True,False,sensor_059; sensor_345; sensor_014,routine,0.5998723675813656
57,2008-07-30 12:29:00,1,phase_i,0.6754823858389689,57.64150641780911,1.242672670301882,True,True,False,sensor_059; sensor_345; sensor_014,high,0.97702616464582
58,2008-07-30 21:16:00,1,phase_i,0.6310528109913061,12.05508470243773,0.7016832910420779,True,True,False,sensor_029; sensor_059; sensor_345,high,0.9591576260370134
59,2008-07-31 13:57:00,0,phase_i,0.0965406765240563,1.8572785674618733,1.143962688725069,True,True,False,sensor_014; sensor_285; sensor_150,medium,0.7019783024888322
60,2008-07-31 15:36:00,0,phase_i,0.2707638819592403,1.7952704893261693,2.3247916510129074,True,True,False,sensor_014; sensor_285; sensor_150,high,0.9393746011486918
61,2008-07-31 17:07:00,0,phase_i,0.2199812349713067,29.769170433201523,0.2302871408441179,True,True,False,sensor_014; sensor_029; sensor_030,high,0.9246968730057434
62,2008-07-31 20:18:00,1,phase_i,0.6850944880492594,3.265728801401878,1.1539339019186936,True,True,False,sensor_059; sensor_345; sensor_014,high,0.9821314613911933
63,2008-08-01 02:02:00,0,phase_i,0.0762604114507055,6.785655100769395,0.5346836743358191,True,True,False,sensor_014; sensor_150; sensor_059,routine,0.5947670708359923
64,2008-08-01 05:52:00,1,phase_i,0.6482829809807376,2.0507863723363005,1.3018372037592083,True,True,False,sensor_014; sensor_285; sensor_150,high,0.967453733248245
65,2008-08-01 10:20:00,0,phase_i,0.084000653170383,1.7239481173808904,0.6649863189073975,True,True,False,sensor_059; sensor_345; sensor_285,routine,0.6368857689853222
66,2008-08-01 10:26:00,0,phase_i,0.0963644198229016,4.508280029847935,1.984619039328385,False,True,False,sensor_014; sensor_059; sensor_150,medium,0.7007019783024888
67,2008-08-01 11:28:00,0,phase_i,0.1377217207221437,9.68149370475697,2.11995591528932,True,True,False,sensor_014; sensor_150; sensor_285,medium,0.8436502871729419
68,2008-08-01 12:29:00,0,phase_i,0.115426959912776,9.9096545938382,0.7313420514549007,True,True,False,sensor_014; sensor_150; sensor_059,medium,0.7830248883216337
69,2008-08-01 14:07:00,0,phase_i,0.1267462591848718,4.732309175581103,0.870539890713695,True,True,False,sensor_014; sensor_150; sensor_030,medium,0.8136566687938737
70,2008-08-01 15:10:00,0,phase_i,0.2034220096065516,6.621261024350267,1.598275618596491,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9151244416081685
71,2008-08-02 03:39:00,0,phase_i,0.2055869363733044,3.7898198876195446,1.8547840904968813,True,True,False,sensor_059; sensor_345; sensor_014,high,0.9164007657945118
72,2008-08-03 13:09:00,0,phase_i,0.123393288385913,29.818735068535247,0.4695553352927054,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8040842373962986
73,2008-08-03 14:06:00,0,phase_i,0.1991833252855734,2.6311954463979497,1.9033431357846975,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9112954690491385
74,2008-08-03 14:25:00,0,phase_i,0.1111925244468958,5.164681665787049,3.175579797565579,True,True,False,sensor_014; sensor_285; sensor_059,medium,0.7715379706445438
75,2008-08-03 15:03:00,0,phase_i,0.084777936167196,3.34318824251813,0.5562108745662995,True,True,False,sensor_059; sensor_345; sensor_553,routine,0.6432673899170389
76,2008-08-03 15:27:00,0,phase_i,0.1281451477156194,6.719803572507789,2.5511136410993576,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.8181238034460753
77,2008-08-03 16:00:00,0,phase_i,0.1761509852436745,2.184628326975394,2.6176628224083487,True,True,False,sensor_014; sensor_150; sensor_285,medium,0.8966177409061902
78,2008-08-03 17:00:00,0,phase_i,0.1439798724681644,2.1334547777551043,2.7722481867087105,False,True,False,sensor_029; sensor_030; sensor_021,medium,0.8551372048500319
79,2008-08-03 17:58:00,0,phase_i,0.0872200188764834,2.831149704212282,2.395462488518754,True,True,False,sensor_014; sensor_059; sensor_345,routine,0.6573069559668155
80,2008-08-03 20:23:00,0,phase_i,0.1707809224574085,3.0015630357257788,0.3271661016465887,False,True,False,sensor_014; sensor_150; sensor_553,medium,0.8908742820676452
81,2008-08-03 22:52:00,0,phase_i,0.2134961630897713,3.3422917769373623,0.5071473891815235,False,True,False,sensor_014; sensor_059; sensor_345,high,0.9227823867262285
82,2008-08-04 00:39:00,1,phase_i,0.7304853242469828,1.9453465639118463,1.3663315481219305,False,True,False,sensor_014; sensor_150; sensor_285,high,0.9955328653477984
83,2008-08-04 03:45:00,0,phase_i,0.1329303489622072,4.606710051651156,2.1213527236026293,False,True,False,sensor_059; sensor_345; sensor_014,medium,0.8321633694958519
84,2008-08-04 03:49:00,0,phase_i,0.2343752747459754,8.830912382677218,0.1387016700060341,False,True,False,sensor_029; sensor_030; sensor_553,high,0.9310784939374601
85,2008-08-04 13:19:00,0,phase_i,0.0329875241864177,6.309653226687713,2.2512415350110437,False,True,False,sensor_014; sensor_059; sensor_030,routine,0.46139119336311424
86,2008-08-04 14:04:00,0,phase_i,0.0492852718579747,6.032654001153898,1.6174186673249449,True,True,False,sensor_059; sensor_345; sensor_030,routine,0.4588385449904276
87,2008-08-04 14:31:00,0,phase_i,0.1330354237032744,3.4612572236923778,3.883105584529925,False,True,False,sensor_014; sensor_059; sensor_345,medium,0.8334396936821953
88,2008-08-04 15:29:00,0,phase_i,0.075131882772605,6.484880279971427,3.1655567891360032,False,True,False,sensor_014; sensor_059; sensor_345,routine,0.5851946394384173
89,2008-08-04 16:15:00,0,phase_i,0.0822477074873656,3.1335023065506635,0.672911719698438,False,True,False,sensor_059; sensor_345; sensor_029,routine,0.6234843650287173
90,2008-08-04 16:31:00,0,phase_i,0.1092786286555252,3.383314929724352,2.476830601741591,False,True,False,sensor_014; sensor_059; sensor_345,medium,0.767070835992342
91,2008-08-04 17:11:00,0,phase_i,0.1090674812868806,31.36767592836521,0.0729267956080126,True,True,False,sensor_014; sensor_553; sensor_285,medium,0.7645181876196554
92,2008-08-04 17:46:00,0,phase_i,0.1329875971639124,4.8327566919979805,0.3030409052764345,False,True,False,sensor_030; sensor_014; sensor_029,medium,0.8328015315890236
93,2008-08-04 18:24:00,0,phase_i,0.124279513013733,7.982490855238133,2.0154889492371386,True,True,False,sensor_059; sensor_345; sensor_030,medium,0.8059987236758137
94,2008-08-04 19:58:00,0,phase_i,0.068076498139598,236.3387591557931,1.448595340991486,True,True,True,sensor_014; sensor_285; sensor_059,routine,0.5341416719846841
95,2008-08-04 20:32:00,0,phase_i,0.1083396798454706,5.918115862973967,1.1149164467414243,True,True,False,sensor_059; sensor_345; sensor_285,medium,0.7626037013401404
96,2008-08-04 20:58:00,1,phase_i,0.6884760200408617,31.498637969704863,0.4630694293194101,True,True,False,sensor_014; sensor_150; sensor_285,high,0.982769623484365
97,2008-08-04 21:43:00,0,phase_i,0.1084483449203148,5.629863700859205,3.229122391782157,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.763241863433312
98,2008-08-04 22:51:00,0,phase_i,0.1291687299763593,3.0605650349446605,1.5298012750577572,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8213146139119336
99,2008-08-04 23:33:00,0,phase_i,0.1659979033448768,50.54503197136677,0.7118696750646283,True,True,False,sensor_059; sensor_345; sensor_150,medium,0.8838544990427568
100,2008-08-05 00:04:00,0,phase_i,0.0545381594109803,5.382668417440246,2.087563180873515,True,True,False,sensor_014; sensor_059; sensor_345,routine,0.49840459476707083
101,2008-08-05 01:12:00,0,phase_i,0.0600864077328054,11.6897441807627,1.409857336732905,True,True,False,sensor_059; sensor_345; sensor_014,routine,0.4971282705807275
102,2008-08-05 02:15:00,0,phase_i,0.1075536210100358,16.844484694240087,0.3639045540123228,True,True,False,sensor_059; sensor_345; sensor_029,medium,0.757498404594767
103,2008-08-05 02:36:00,0,phase_i,0.0715777500004408,5.798439578050038,1.868467910258412,True,True,False,sensor_059; sensor_345; sensor_014,routine,0.5603063178047224
104,2008-08-05 02:45:00,0,phase_i,0.1612332373406272,4.77377675693235,2.2854234323546856,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8781110402042118
105,2008-08-05 03:17:00,0,phase_i,0.1596577634198858,3.0153911854029958,2.1463623026894214,True,True,False,sensor_059; sensor_345; sensor_029,medium,0.8761965539246969
106,2008-08-05 03:36:00,0,phase_i,0.1569477930133333,8.750156119246444,0.6726945824423188,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8710912571793236
107,2008-08-05 03:54:00,0,phase_i,0.0978596085624743,6.71109941629329,1.8211728112074317,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.7115507338864071
108,2008-08-05 04:32:00,0,phase_i,0.1367996530029255,6.057765308436126,1.392493503356851,True,True,False,sensor_059; sensor_345; sensor_285,medium,0.8417358008934269
109,2008-08-05 04:35:00,0,phase_i,0.1153617363491899,6.043240581647156,1.029963113640859,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.7817485641352904
110,2008-08-05 05:11:00,0,phase_i,0.1948422330199152,5.208365143530288,1.2925868063060992,True,True,False,sensor_059; sensor_345; sensor_014,high,0.9074664964901085
111,2008-08-05 06:10:00,0,phase_i,0.0881075749787508,6.711634465905937,1.7337948965826293,True,True,False,sensor_059; sensor_345; sensor_030,routine,0.6611359285258456
112,2008-08-05 06:11:00,0,phase_i,0.1459280651326132,2.2142246694482868,2.5767123509925804,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.8589661774090619
113,2008-08-05 06:21:00,0,phase_i,0.0860605586281882,1.9180984611851333,2.4706688481549754,True,True,False,sensor_014; sensor_285; sensor_059,routine,0.6502871729419273
114,2008-08-05 07:12:00,0,phase_i,0.189306052237913,4.461604983474677,1.2486754670008948,True,True,False,sensor_059; sensor_345; sensor_014,high,0.9061901723037652
115,2008-08-05 07:12:00,1,phase_i,0.6885365929936327,71.10614142108075,1.6139112695030493,True,True,False,sensor_059; sensor_345; sensor_553,high,0.9834077855775367
116,2008-08-05 07:48:00,0,phase_i,0.1380027049098258,9.961268436278331,3.3404039537418573,True,True,False,sensor_014; sensor_150; sensor_030,medium,0.8449266113592853
117,2008-08-05 08:50:00,0,phase_i,0.1826798673058177,3.195385067530779,3.384417652446112,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9036375239310785
118,2008-08-05 09:48:00,0,phase_i,0.1185000887621871,3.041039913172775,1.8118153105367651,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.7932354818123803
119,2008-08-05 14:17:00,0,phase_i,0.2414953460360288,3.8346519788000464,0.2167938177292148,True,True,False,sensor_030; sensor_029; sensor_014,high,0.9342693044033185
120,2008-08-05 14:45:00,0,phase_i,0.0819638167046023,17.498971415148286,1.4564718985219038,True,True,False,sensor_285; sensor_150; sensor_014,routine,0.6228462029355456
121,2008-08-05 15:45:00,0,phase_i,0.2025919560173878,1.826174494293892,0.504338370540913,True,True,False,sensor_014; sensor_030; sensor_029,high,0.9144862795149968
122,2008-08-05 20:04:00,0,phase_i,0.0598043092448687,1.7242456102510006,0.6566505187615436,False,True,False,sensor_059; sensor_345; sensor_553,routine,0.4728781110402042
123,2008-08-05 21:07:00,0,phase_i,0.1241388244298955,3.456843472736829,3.7198702104845207,False,True,False,sensor_014; sensor_285; sensor_150,medium,0.805360561582642
124,2008-08-05 21:22:00,0,phase_i,0.118885566423917,10.456338053598843,2.1826426569751254,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.793873643905552
125,2008-08-05 23:02:00,0,phase_i,0.2277737168169029,7.854969123748729,1.4611799046342695,True,True,False,sensor_014; sensor_150; sensor_030,high,0.9291640076579452
126,2008-08-05 23:06:00,0,phase_i,0.1190613991479709,5.411603889338234,0.2468597757236809,True,True,False,sensor_030; sensor_014; sensor_285,medium,0.7951499680918953
127,2008-08-05 23:38:00,0,phase_i,0.2240972619424661,4.574725438385407,2.9502931164319746,False,True,False,sensor_014; sensor_059; sensor_345,high,0.9266113592852585
128,2008-08-06 00:04:00,0,phase_i,0.1466751886156765,7.378518107000094,2.050970147809121,False,True,False,sensor_014; sensor_030; sensor_059,medium,0.8602425015954053
129,2008-08-06 02:20:00,0,phase_i,0.2085764250107087,2.840343252428157,0.9175691157016368,False,True,False,sensor_014; sensor_059; sensor_345,high,0.9189534141671984
130,2008-08-06 03:22:00,0,phase_i,0.0624396705263057,1.6860181468090447,2.641347053907692,False,True,False,sensor_014; sensor_345; sensor_059,routine,0.49393746011486916
131,2008-08-06 05:40:00,1,phase_i,0.7070069267849106,1.3834599024629706,1.244656427999944,False,True,False,sensor_030; sensor_014; sensor_029,high,0.9897894065092534
132,2008-08-06 09:56:00,0,phase_i,0.1275857683716746,2.8761261081757583,0.4032807585079981,False,True,False,sensor_014; sensor_285; sensor_029,medium,0.8155711550733886
133,2008-08-06 09:57:00,0,phase_i,0.0812678243079448,4.80658889191644,2.034745466037827,False,True,False,sensor_059; sensor_345; sensor_030,routine,0.6196553924696873
134,2008-08-06 12:33:00,0,phase_i,0.1206318756541935,2.256740352813952,2.5717868017387064,False,True,False,sensor_014; sensor_059; sensor_345,medium,0.797702616464582
135,2008-08-06 13:35:00,0,phase_i,0.1584406752898731,3.1690328512095096,1.560101393920168,False,True,False,sensor_059; sensor_345; sensor_014,medium,0.8736439055520102
136,2008-08-06 17:35:00,0,phase_i,0.1423614278386101,5.528207615078355,1.9386502076252572,False,True,False,sensor_059; sensor_345; sensor_014,medium,0.8532227185705169
137,2008-08-06 18:00:00,0,phase_i,0.2100947949650345,6.579220723187721,2.879903863859546,False,True,False,sensor_014; sensor_150; sensor_059,high,0.9208679004467135
138,2008-08-06 18:34:00,0,phase_i,0.1280116810632836,3.839192891642128,2.832852315973412,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.816847479259732
139,2008-08-06 19:13:00,0,phase_i,0.1298716232882673,5.5637093738045005,0.9334653869827134,True,True,False,sensor_059; sensor_345; sensor_030,medium,0.822590938098277
140,2008-08-06 19:24:00,0,phase_i,0.1178412921655156,2.90650052085657,2.352901344448112,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.7925973197192087
141,2008-08-06 20:00:00,0,phase_i,0.1289578677199256,5.026981580102114,2.987647795032776,True,True,False,sensor_059; sensor_345; sensor_014,medium,0.8200382897255903
142,2008-08-06 20:17:00,0,phase_i,0.1224441550742555,10.177175357826671,1.762561773917407,True,True,False,sensor_014; sensor_150; sensor_345,medium,0.8002552648372687
143,2008-08-06 21:15:00,0,phase_i,0.1365620604269984,22.892717602076065,1.6939366138712435,True,True,False,sensor_059; sensor_345; sensor_030,medium,0.8404594767070837
144,2008-08-06 22:27:00,0,phase_i,0.2816325592282641,44.19092226074598,3.579486293995077,True,True,False,sensor_014; sensor_150; sensor_285,high,0.9412890874282067
145,2008-08-06 23:40:00,0,phase_i,0.2130954835784979,4.7617249760599005,0.9335566518270852,True,True,False,sensor_059; sensor_345; sensor_285,high,0.9221442246330568
146,2008-08-06 23:45:00,0,phase_i,0.1061549918761272,5.533883822664505,2.4240169103174853,True,True,False,sensor_014; sensor_059; sensor_345,medium,0.7530312699425654
147,2008-08-07 00:51:00,0,phase_i,0.1063744150822775,4.5730135745316165,1.787529809198954,False,True,False,sensor_014; sensor_029; sensor_059,medium,0.7543075941289088
148,2008-08-07 07:30:00,0,phase_i,0.1612148572131254,3.212370007977245,2.1660460954039062,False,True,False,sensor_059; sensor_345; sensor_029,medium,0.8774728781110402
149,2008-08-07 08:21:00,0,phase_i,0.1153676442731824,4.3832819035393005,3.750488119081981,False,True,False,sensor_059; sensor_345; sensor_014,medium,0.7823867262284621
150,2008-08-07 08:45:00,0,phase_i,0.0663784127813864,4.7521785851817455,0.858332073593973,False,True,False,sensor_059; sensor_345; sensor_285,routine,0.5220165922144224
151,2008-08-07 08:55:00,0,phase_i,0.0847833761292739,5.634170524372114,0.3790310149811937,True,True,False,sensor_014; sensor_150; sensor_285,routine,0.6439055520102106
152,2008-08-07 10:12:00,0,phase_i,0.0949604113836141,6.958882394855077,1.6422323192088988,False,True,False,sensor_059; sensor_345; sensor_014,routine,0.6962348436502872
153,2008-08-07 11:10:00,0,phase_i,0.1107534536969223,2.0564555032023093,1.746928098370288,False,True,False,sensor_014; sensor_345; sensor_059,medium,0.7702616464582004
154,2008-08-07 11:40:00,1,phase_i,0.6219416817938247,7.034145535356043,1.7414296818808876,False,True,False,sensor_014; sensor_059; sensor_345,high,0.9553286534779835
155,2008-08-08 04:55:00,0,phase_i,0.0755506745476551,4.499240692393521,1.3126719701452214,False,True,False,sensor_014; sensor_059; sensor_285,routine,0.5883854499042757
156,2008-08-08 07:26:00,0,phase_i,0.14957854948447,3.4607880752919487,1.876013871287683,False,True,False,sensor_014; sensor_285; sensor_150,medium,0.8634333120612636
157,2008-08-08 08:44:00,1,phase_i,0.6622968946303548,6.605305150180609,2.736852990346413,True,True,False,sensor_014; sensor_059; sensor_345,high,0.9719208679004467
158,2008-08-08 12:37:00,1,phase_i,0.5876473967671915,6.271186118305086,2.385317286246473,False,True,False,sensor_014; sensor_059; sensor_345,high,0.9470325462667517
159,2008-08-08 20:21:00,0,phase_i,0.1396177022536355,4.246879734187239,1.17718907137079,False,True,False,sensor_014; sensor_285; sensor_150,medium,0.8493937460114869
160,2008-08-08 21:22:00,0,phase_i,0.1311162742633347,23.32136414251205,0.6679379696129254,True,True,False,sensor_030; sensor_029; sensor_014,medium,0.8270580727504786
161,2008-08-08 21:53:00,0,phase_i,0.3726069858662034,1.8195823236580269,1.7287608193576054,False,True,False,sensor_014; sensor_285; sensor_150,high,0.9444798978940651
162,2008-08-08 22:06:00,0,phase_i,0.0882803228888419,2.962384133899626,0.236041442388341,False,True,False,sensor_014; sensor_553; sensor_285,routine,0.6630504148053605
163,2008-08-08 22:25:00,0,phase_i,0.1028507056705037,13.43860879989947,1.616822615713043,True,True,False,sensor_059; sensor_345; sensor_150,medium,0.7370772176132737
