feature,selection_frequency,top20_frequency,permutation_importance,effect_size,effect_direction,missing_rate_change,ks_statistic,spc_alert_rate,rank_stability,consensus_rank,interpretation,absolute_effect_size,q_contribution,consensus_score
sensor_021,1.0,1.0,0.0033061791503711815,0.36358290759239836,higher among failures,0.0006604739497403196,0.34546107784431135,0.18675179569034317,0.30510051218771933,1,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.36358290759239836,0.012512833041748753,0.8953860640301318
sensor_063,0.25,0.0,0.0,0.22078359618334817,higher among failures,0.007297043517010519,0.1418417044322008,0.0,1.0,47,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.22078359618334817,0.0,0.6605461393596987
sensor_127,0.75,0.0,-0.0009472616125500308,-0.3173444050716764,lower among failures,0.007989347536617843,0.30556699376988683,0.0,0.3164309725825327,48,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.3173444050716764,0.0,0.6601694915254237
sensor_076,0.5,0.25,0.0,-0.20587306327246022,lower among failures,0.0,0.23935682038822081,0.0,0.08,49,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20587306327246022,0.0,0.6590395480225989
sensor_033,1.0,1.0,-0.0006717653063332441,0.23898964817986051,higher among failures,0.0013315579227696406,0.2056361221779548,0.0,0.13341888991522402,50,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.23898964817986051,0.0,0.658286252354049
sensor_469,0.75,0.25,-0.002537324301926333,0.1980007904209464,higher among failures,0.00862860143978016,0.13392354124748485,0.0,0.10197252377610658,51,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1980007904209464,0.0,0.6581920903954802
sensor_549,0.0,0.0,0.0,0.022909204251186657,higher among failures,0.13348470299892307,0.3080237862495927,0.1189146049481245,0.0,52,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.022909204251186657,0.005592718771463848,0.6556497175141243
sensor_159,1.0,0.0,0.000402532437183907,0.2829303250167723,higher among failures,0.0006604739497403196,0.09021157684630743,0.0,0.1975496259559987,53,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2829303250167723,0.0,0.6542372881355932
sensor_268,0.25,0.0,0.0,-0.08675676527850476,lower among failures,0.006657789613848202,0.2937365818228427,0.0,1.0,54,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.08675676527850476,0.0,0.6516007532956686
sensor_540,0.25,0.0,0.0,-0.08936605908538875,lower among failures,0.006657789613848202,0.2811328412889995,0.0,1.0,55,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.08936605908538875,0.0,0.6510357815442561
sensor_079,0.75,0.5,-0.0006801402606644857,0.36505840664594746,higher among failures,0.0,0.3849236874074939,0.0,0.14028671408070123,56,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.36505840664594746,0.0,0.6487758945386065
sensor_405,0.25,0.0,0.0,0.05160987726022124,higher among failures,0.006657789613848202,0.3816636937504673,0.0,1.0,57,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.05160987726022124,0.0,0.6448210922787195
sensor_551,0.75,0.0,-4.044525390052151e-05,0.18487372901649224,higher among failures,0.13348470299892307,0.17992831541218635,0.0,0.18192030456471747,58,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.18487372901649224,0.0,0.6428436911487759
sensor_053,0.25,0.0,0.0,-0.12379801594482394,lower among failures,0.0020026418957989614,0.23487250098733015,0.0,1.0,59,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12379801594482394,0.0,0.6398305084745763
sensor_348,1.0,0.25,-0.00036213648622415023,0.31967311508843865,higher among failures,0.0,0.2508209505519864,0.0,0.12556198186509598,60,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.31967311508843865,0.0,0.6395480225988701
sensor_406,0.25,0.0,0.0,-0.054766124027920096,lower among failures,0.006657789613848202,0.299787445392692,0.0,1.0,61,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.054766124027920096,0.0,0.6395480225988701
sensor_267,0.25,0.0,0.0,0.037746748894103795,higher among failures,0.006657789613848202,0.4151757580936309,0.0,1.0,62,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.037746748894103795,0.0,0.6382297551789078
sensor_539,0.25,0.0,0.0,0.03095529344627425,higher among failures,0.006657789613848202,0.4169808700853423,0.0,1.0,63,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.03095529344627425,0.0,0.6359698681732581
sensor_032,0.25,0.0,0.0,0.17636955845350563,higher among failures,0.0013315579227696406,0.2057636122177955,0.0,1.0,64,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.17636955845350563,0.0,0.6358757062146894
sensor_527,0.5,0.5,0.0,-0.039423227261250034,lower among failures,0.0,0.5050397610622755,0.0,0.3333333333333333,65,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.039423227261250034,0.0,0.6346516007532957
sensor_078,0.5,0.0,0.0,-0.2835697155100875,lower among failures,0.0,0.781794261038403,0.0,0.0625,66,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2835697155100875,0.0,0.6344632768361582
sensor_025,0.0,0.0,0.0,-0.12664903590738516,lower among failures,0.0006604739497403196,0.3947624750499002,0.43575418994413406,0.0,67,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12664903590738516,0.022160435436057915,0.6343691148775895
sensor_126,0.75,0.0,-0.001003130015121627,0.20180803175996384,higher among failures,0.007989347536617843,0.29490360704831675,0.0,0.06932559416839032,68,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.20180803175996384,0.0,0.6326741996233523
sensor_543,0.0,0.0,0.0,-0.1838690207547279,lower among failures,0.0,0.6805932064020881,0.42857142857142855,0.0,69,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1838690207547279,0.005237662178889257,0.6317325800376647
sensor_316,0.5,0.0,0.0,-0.26046358162183386,lower among failures,0.0013315579227696406,0.12415405046480743,0.0,1.0,70,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.26046358162183386,0.0,0.6308851224105463
sensor_298,1.0,0.25,-0.0029707182573270275,0.3045123563148831,higher among failures,0.0006604739497403196,0.173125748502994,0.0,0.04402561264741438,71,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.3045123563148831,0.0,0.628813559322034
sensor_280,1.0,0.5,-0.0020110133889174276,-0.3210466857647634,lower among failures,0.0,0.18308125686335885,0.0,0.2187841884486319,72,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.3210466857647634,0.0,0.6278719397363466
sensor_446,0.5,0.25,-0.004271316460394209,0.17288265648006063,higher among failures,0.0013315579227696406,0.19548472775564407,0.0,0.2857142857142857,73,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.17288265648006063,0.0,0.6276836158192091
sensor_144,0.25,0.25,0.0,-0.12392604713348314,lower among failures,0.0,0.13761465456416683,0.0,1.0,74,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12392604713348314,0.0,0.6267419962335218
sensor_163,1.0,0.5,-0.0015566663429311205,0.30179442971034254,higher among failures,0.0006604739497403196,0.14601996007984042,0.0,0.04299257692528224,75,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.30179442971034254,0.0,0.6246704331450095
sensor_587,0.75,0.25,-0.001328043964241192,0.21622966653764483,higher among failures,0.0013315579227696406,0.15682868525896418,0.0,0.06183115856562895,76,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.21622966653764483,0.0,0.623728813559322
sensor_028,0.75,0.0,-0.0009102738984813396,-0.4263402270524012,lower among failures,0.0006604739497403196,0.5101876247504991,0.0,0.6796227589829592,77,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.4263402270524012,0.0,0.6232580037664784
sensor_128,0.25,0.0,-9.497875279324275e-05,0.24442816700069236,higher among failures,0.007989347536617843,0.14222572796064065,0.0,1.0,78,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.24442816700069236,0.0,0.6202448210922787
sensor_175,0.5,0.25,-0.0028958536457785234,0.17899506114050215,higher among failures,0.0013315579227696406,0.18367065073041167,0.0,0.1111111111111111,79,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.17899506114050215,0.0,0.6200564971751413
sensor_115,0.5,0.5,0.0,-0.23340415981347437,lower among failures,0.0,0.0499864722203065,0.0,0.6666666666666666,80,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.23340415981347437,0.0,0.6166666666666667
sensor_443,0.25,0.0,0.0,0.24951243726670647,higher among failures,0.0013315579227696406,0.11146879150066402,0.0,1.0,81,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.24951243726670647,0.0,0.6164783427495293
sensor_007,0.25,0.0,-0.00042052064295350496,-0.18573067673341845,lower among failures,0.01062063331229012,0.12308602150537634,0.0,1.0,82,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.18573067673341845,0.0,0.6149717514124294
sensor_174,0.25,0.0,0.0,0.25537350934714614,higher among failures,0.0013315579227696406,0.10022310756972114,0.0,1.0,83,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.25537350934714614,0.0,0.6107344632768362
sensor_172,0.25,0.0,0.0,0.2552443359946755,higher among failures,0.0013315579227696406,0.10022310756972114,0.0,1.0,84,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2552443359946755,0.0,0.6105461393596987
sensor_445,0.25,0.0,0.0,0.2628688984582175,higher among failures,0.0013315579227696406,0.09552722443559092,0.0,1.0,85,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2628688984582175,0.0,0.6091337099811676
sensor_471,0.75,0.0,-0.0005481152624768435,0.13076172879044523,higher among failures,0.00862860143978016,0.16484238765928905,0.0,0.14518338349164053,86,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.13076172879044523,0.0,0.6089453860640303
sensor_024,0.5,0.0,0.0,-0.11539387528150974,lower among failures,0.0006604739497403196,0.2798802395209581,0.0,0.06896551724137931,87,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.11539387528150974,0.0,0.6071563088512242
sensor_132,0.25,0.0,-0.0016044077010663419,0.09156312829704283,higher among failures,0.006657789613848202,0.3968949937515354,0.0,1.0,88,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.09156312829704283,0.0,0.6067796610169492
sensor_160,1.0,0.0,-0.0007945431514059992,0.3079633678646917,higher among failures,0.0006604739497403196,0.2899081836327345,0.0,0.10909596933252959,89,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.3079633678646917,0.0,0.6063088512241055
sensor_029,0.0,0.0,0.0,0.09795645094369917,higher among failures,0.0006604739497403196,0.22969261477045905,0.47805267358339987,0.0,90,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.09795645094369917,0.17988309228141042,0.6063088512241054
sensor_040,0.0,0.0,0.0,-0.1685379013085807,lower among failures,0.014572866987443037,0.5226322426494988,0.0,0.0,91,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1685379013085807,0.0,0.6035781544256121
sensor_302,0.25,0.0,0.0,0.0806433393148614,higher among failures,0.0006604739497403196,0.2683592814371258,0.0,1.0,92,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.0806433393148614,0.0,0.6034839924670433
sensor_484,0.5,0.0,0.0,-0.16908886357316244,lower among failures,0.0,0.2138768494596845,0.0,0.2857142857142857,93,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.16908886357316244,0.0,0.6023540489642185
sensor_167,0.25,0.0,0.0,0.06793804842092972,higher among failures,0.0006604739497403196,0.27651896207584836,0.0,1.0,94,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.06793804842092972,0.0,0.5993408662900188
sensor_337,1.0,0.0,-0.0005059405607082291,0.15231268765921235,higher among failures,0.007297043517010519,0.1349216796103725,0.0,0.1975496259559987,95,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15231268765921235,0.0,0.5977401129943503
sensor_304,0.25,0.0,0.0,0.04056214731400253,higher among failures,0.0006604739497403196,0.3968862275449101,0.0,1.0,96,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.04056214731400253,0.0,0.5972693032015066
sensor_124,0.0,0.0,0.0,0.2227239554800189,higher among failures,0.007989347536617843,0.47630685312441506,0.0,0.0,97,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.2227239554800189,0.0,0.5970809792843692
sensor_196,0.75,0.0,-7.650524515324941e-06,0.16671615523624872,higher among failures,0.007297043517010519,0.13377461027849336,0.0,0.18030816435569247,98,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.16671615523624872,0.0,0.5963276836158192
sensor_475,0.75,0.0,-0.007714983963494022,0.1586040225455845,higher among failures,0.00862860143978016,0.13013547954393023,0.0,0.16001693407561032,99,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1586040225455845,0.0,0.5957627118644068
sensor_112,0.0,0.0,0.0,0.19899436766751014,higher among failures,0.27562718500167105,0.22057142857142864,0.0,0.0,100,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.19899436766751014,0.0,0.5951977401129944
sensor_438,0.25,0.0,0.0,0.03896304464123934,higher among failures,0.0006604739497403196,0.3198243512974052,0.0,1.0,101,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.03896304464123934,0.0,0.5929378531073446
sensor_521,0.75,0.0,1.536247952896863e-05,0.15613268649964399,higher among failures,0.0,0.0053474517376564945,0.0,0.4449944320643648,102,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15613268649964399,0.0,0.5921845574387947
sensor_345,0.0,0.0,0.0,-0.022877416775939206,lower among failures,0.23276269091410656,0.07226477364717598,0.07182761372705507,0.0,103,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.022877416775939206,0.17809512558507498,0.5914312617702449
sensor_547,0.0,0.0,0.0,0.1408357845168189,higher among failures,0.13348470299892307,0.2824128380579993,0.0,0.0,104,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1408357845168189,0.0,0.5889830508474577
sensor_440,0.5,0.0,0.0,0.03103801469043522,higher among failures,0.0006604739497403196,0.39771656686626744,0.0,0.15384615384615385,105,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.03103801469043522,0.0,0.5881355932203389
sensor_203,0.75,0.0,-0.0007627491029445502,0.15475016105227238,higher among failures,0.00862860143978016,0.11806304493628435,0.0,0.08563786063744523,106,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15475016105227238,0.0,0.5874764595103578
sensor_169,0.25,0.0,0.0,0.014289019598939441,higher among failures,0.0006604739497403196,0.40640319361277444,0.0,1.0,107,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.014289019598939441,0.0,0.5870998116760828
sensor_019,0.0,0.0,0.0,0.15930478973576595,higher among failures,0.013315579227696404,0.2721825249608852,0.0,0.0,108,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15930478973576595,0.0,0.5857815442561205
sensor_334,0.75,0.0,-0.00037406121011620413,0.1593548589979244,higher among failures,0.00862860143978016,0.10406438631790749,0.0,0.11060039876245883,109,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.1593548589979244,0.0,0.5857815442561205
sensor_470,0.75,0.0,-0.00010111034200531027,0.15942172570265983,higher among failures,0.00862860143978016,0.10515627095908792,0.0,0.09896743785954679,110,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.15942172570265983,0.0,0.5857815442561205
sensor_555,0.0,0.0,0.0,0.12554876360016054,higher among failures,0.13348470299892307,0.2928233952427501,0.0,0.0,111,Candidate process variable; association-based triage signal for engineering investigation priority that does not establish causality.,0.12554876360016054,0.0,0.5857815442561205
